observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
01/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
01/07/2022,,Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
17/04/2022,"Retained in the collection of the Selborne Society, acquisition number #2022-04-17-002",Platycheirus albimanus,Grey-spotted Sedgesitter,Diptera,Syrphidae,
02/07/2022,,Volucella bombylans plumata,,Diptera,Syrphidae,
02/07/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
02/07/2022,,Pseudochorthippus parallelus,Meadow Grasshopper,Orthoptera,Acrididae,
01/07/2022,,Phytomyza lappae,,Diptera,Agromyzidae,
01/07/2022,,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
02/07/2022,,Orthetrum cancellatum,Black-tailed Skimmer,Odonata,Libellulidae,
02/07/2022,,Monacha cantiana,Kentish Snail,Stylommatophora,Hygromiidae,
02/05/2022,Specimen retained in the collection of the Selborne Society acquisition number #2022-04-30-001,Nomada flava,Flavous Nomad Bee,Hymenoptera,Apidae,
02/07/2022,,Bembecia ichneumoniformis,Six-belted Clearwing,Lepidoptera,Sesiidae,
18/04/2022,"Specimen retained in the collection of the Selborne Society acquisition number #2022-04-18-003
",Nomada flava,Flavous Nomad Bee,Hymenoptera,Apidae,
18/04/2022,Specimen retained in the collection of the Selborne Society acquisition number #2022-04-18-002,Platycheirus,Sedgesitters,Diptera,Syrphidae,
18/04/2022,"Specimen retained in the collection of the Selborne Society acquisition number #2022-04-18-001

[2023-04-27 additional images added]

[[2023-05-20 additional images added]]",Syrphus ribesii,Common Flower Fly,Diptera,Syrphidae,
02/07/2022,,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
02/07/2022,,Volucella zonaria,Hornet Mimic Hover Fly,Diptera,Syrphidae,
02/07/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
02/07/2022,With some legs missing ,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
03/07/2022,,Philereme vetulata,Brown Scallop,Lepidoptera,Geometridae,
02/07/2022,,Orthetrum cancellatum,Black-tailed Skimmer,Odonata,Libellulidae,
03/07/2022,,Eulithis prunata,The Phoenix,Lepidoptera,Geometridae,
02/07/2022,,Favonius quercus,Purple hairstreak,Lepidoptera,Lycaenidae,
03/07/2022,,Eudonia lacustrata,Little grey,Lepidoptera,Crambidae,
03/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Idaea aversata,Riband Wave,Lepidoptera,Geometridae,
03/07/2022,,Laspeyria flexula,Beautiful Hook-tip,Lepidoptera,Erebidae,
03/07/2022,,Eudonia mercurella,Small Grey,Lepidoptera,Crambidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Colocasia coryli,Nut-Tree Tussock,Lepidoptera,Noctuidae,
03/07/2022,,Hypena proboscidalis,The Snout,Lepidoptera,Erebidae,
03/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
03/07/2022,,Scopula imitaria,Small Blood-vein,Lepidoptera,Geometridae,
03/07/2022,,Idaea rusticata,Least Carpet,Lepidoptera,Geometridae,
03/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
03/07/2022,,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,
03/07/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Aphomia sociella,Bee Moth,Lepidoptera,Pyralidae,
03/07/2022,,Hoplodrina blanda,The Rustic,Lepidoptera,Noctuidae,
03/07/2022,,Spilonota ocellana,Eye-spotted Bud Moth,Lepidoptera,Tortricidae,
03/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Agriphila straminella,Pearl Veneer,Lepidoptera,Crambidae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Eudonia mercurella,Small Grey,Lepidoptera,Crambidae,
03/07/2022,,Pseudargyrotoza conwagana,Yellow-spot Tortrix,Lepidoptera,Tortricidae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Phalera bucephala,Buff-tip,Lepidoptera,Notodontidae,
03/07/2022,,Ditula angustiorana,Red-barred Tortrix,Lepidoptera,Tortricidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina blanda,The Rustic,Lepidoptera,Noctuidae,
03/07/2022,,Axylia putris,The Flame,Lepidoptera,Noctuidae,
03/07/2022,,Lacanobia oleracea,Bright-line Brown-eye,Lepidoptera,Noctuidae,
03/07/2022,,Dysstroma truncata,Common Marbled Carpet,Lepidoptera,Geometridae,
03/07/2022,,Biston betularia,Peppered Moth,Lepidoptera,Geometridae,
03/07/2022,,Hemithea aestivaria,Common Emerald,Lepidoptera,Geometridae,
03/07/2022,,Hypena proboscidalis,The Snout,Lepidoptera,Erebidae,
03/07/2022,,Axylia putris,The Flame,Lepidoptera,Noctuidae,
03/07/2022,,Scopula imitaria,Small Blood-vein,Lepidoptera,Geometridae,
03/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
03/07/2022,,Thera obeliscata,Grey Pine Carpet,Lepidoptera,Geometridae,
03/07/2022,,Anania hortulata,Small Magpie,Lepidoptera,Crambidae,
03/07/2022,,Clepsis consimilana,Privet Tortrix,Lepidoptera,Tortricidae,
03/07/2022,,Xestia triangulum,Double Square-spot,Lepidoptera,Noctuidae,
03/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
03/07/2022,,Argyresthia trifasciata,Triple-barred Argent,Lepidoptera,Argyresthiidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Endotricha flammealis,Rosy Tabby,Lepidoptera,Pyralidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
03/07/2022,,Idaea fuscovenosa,Dwarf Cream Wave,Lepidoptera,Geometridae,
03/07/2022,,Hadena compta,Varied Coronet,Lepidoptera,Noctuidae,
03/07/2022,,Axylia putris,The Flame,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Deilephila porcellus,Small Elephant Hawkmoth,Lepidoptera,Sphingidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Apamea monoglypha,Dark Arches,Lepidoptera,Noctuidae,
03/07/2022,,Hoplodrina octogenaria,The Uncertain,Lepidoptera,Noctuidae,
03/07/2022,,Celypha striana,Barred Marble,Lepidoptera,Tortricidae,
03/07/2022,,Eilema complana,Scarce Footman Moth,Lepidoptera,Erebidae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Ochropleura plecta,Flame Shoulder Moth,Lepidoptera,Noctuidae,
03/07/2022,,Acleris forsskaleana,Maple Button,Lepidoptera,Tortricidae,
03/07/2022,,Habrosyne pyritoides,Buff Arches,Lepidoptera,Drepanidae,
03/07/2022,,Scopula imitaria,Small Blood-vein,Lepidoptera,Geometridae,
03/07/2022,,Orgyia antiqua,Vapourer Moth,Lepidoptera,Erebidae,
03/07/2022,,Eilema depressa,Buff Footman,Lepidoptera,Erebidae,
03/07/2022,,Craniophora ligustri,Coronet,Lepidoptera,Noctuidae,
03/07/2022,,Craniophora ligustri,Coronet,Lepidoptera,Noctuidae,
03/07/2022,,Homoeosoma sinuella,Twin-barred Knot-horn,Lepidoptera,Pyralidae,
03/07/2022,,Syricoris lacunana,Common Marble,Lepidoptera,Tortricidae,
03/07/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
03/07/2022,,Herminia tarsipennalis,The Fan-foot,Lepidoptera,Erebidae,
02/07/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
03/07/2022,,Philereme transversata,Dark Umber,Lepidoptera,Geometridae,
03/07/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
03/07/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
03/07/2022,,Philereme vetulata,Brown Scallop,Lepidoptera,Geometridae,
03/07/2022,,Cydia pomonella,Codling Moth,Lepidoptera,Tortricidae,
03/07/2022,,Epiphyas postvittana,Light Brown Apple Moth,Lepidoptera,Tortricidae,
03/07/2022,,Hofmannophila pseudospretella,Brown House Moth,Lepidoptera,Oecophoridae,
03/07/2022,,Hofmannophila pseudospretella,Brown House Moth,Lepidoptera,Oecophoridae,
03/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
03/07/2022,,Xanthorhoe fluctuata,Garden Carpet,Lepidoptera,Geometridae,
03/07/2022,,Cydalima perspectalis,Box Tree Moth,Lepidoptera,Crambidae,
03/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
03/07/2022,,Agapeta hamana,Common Yellow Conch,Lepidoptera,Tortricidae,
03/07/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
03/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
03/07/2022,,Cydia pomonella,Codling Moth,Lepidoptera,Tortricidae,
03/07/2022,,Agrotis exclamationis,Heart and Dart,Lepidoptera,Noctuidae,
03/07/2022,,Eudonia mercurella,Small Grey,Lepidoptera,Crambidae,
03/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
03/07/2022,,Pieris brassicae,Large White,Lepidoptera,Pieridae,
03/07/2022,,Rhinophora lepida,Pouting Woodlouse-fly,Diptera,Rhinophoridae,
03/07/2022,,Enoplognatha ovata,Common candy-striped spider,Araneae,Theridiidae,
03/07/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/07/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/07/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/07/2022,Second sighting of my good friend Vanessa 🦋❤️,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
03/07/2022,,Vanessa cardui,Painted Lady,Lepidoptera,Nymphalidae,
03/07/2022,,Mythimna pallens,Common Wainscot,Lepidoptera,Noctuidae,
03/07/2022,This on is lurking on some white chrysanthemum ,Misumena vatia,Goldenrod Crab Spider,Araneae,Thomisidae,
03/07/2022,Butterfly is easily becoming my favourite critter - they visit me a lot - this beautiful creature found in Harrow ❤️🦋,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
03/07/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
03/07/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Chalcolestes viridis,Willow Emerald Damselfly,Odonata,Lestidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
02/07/2022,,Pyronia tithonus,Gatekeeper,Lepidoptera,Nymphalidae,
02/07/2022,,Aphantopus hyperantus,Ringlet,Lepidoptera,Nymphalidae,
02/07/2022,,Deraeocoris ruber,red-spotted plant bug,Hemiptera,Miridae,
03/07/2022,,Aglais urticae,Small Tortoiseshell,Lepidoptera,Nymphalidae,
03/07/2022,,Myathropa florea,Batman Hoverfly,Diptera,Syrphidae,
03/07/2022,"Nymph, on dock leaf.

Early instar.",Coreus marginatus,Dock Bug,Hemiptera,Coreidae,
03/07/2022,,Coreus marginatus,Dock Bug,Hemiptera,Coreidae,
03/07/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
03/07/2022,,Arge ochropus,Wild Rose Fusehorn,Hymenoptera,Argidae,
03/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
03/07/2022,,Stictoleptura cordigera,heart longhorn beetle,Coleoptera,Cerambycidae,
03/07/2022,,Bombus humilis,Brown-banded Carder-Bumble bee,Hymenoptera,Apidae,
03/07/2022,,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
03/07/2022,,Ochlodes sylvanus,Large Skipper,Lepidoptera,Hesperiidae,
03/07/2022,,Nezara viridula,Southern Green Shield Bug,Hemiptera,Pentatomidae,
03/07/2022,,Paracorymbia fulva,tawny longhorn beetle,Coleoptera,Cerambycidae,
03/07/2022,,Lagria hirta,Rough-Haired Lagria Beetle,Coleoptera,Tenebrionidae,
03/07/2022,,Cheilosia illustrata,Bumblebee Blacklet,Diptera,Syrphidae,
03/07/2022,,Nephrotoma flavipalpis,,Diptera,Tipulidae,
03/07/2022,,Attulus pubescens,Downy jumping spider,Araneae,Salticidae,
03/07/2022,,Idaea rusticata,Least Carpet,Lepidoptera,Geometridae,
03/07/2022,,Macaroeris nidicolens,Mile End Jumping Spider,Araneae,Salticidae,
03/07/2022,,Andrena flavipes,Yellow-legged Mining Bee,Hymenoptera,Andrenidae,
17/06/2022,,Idaea seriata,Small Dusty Wave,Lepidoptera,Geometridae,
03/07/2022,On Lysimachia vulgaris ,Monostegia abdominalis,,Hymenoptera,Tenthredinidae,
03/07/2022,,Deraeocoris ruber,red-spotted plant bug,Hemiptera,Miridae,
03/07/2022,,Xylota segnis,Orange-belted Leafwalker,Diptera,Syrphidae,
03/07/2022,,Ischnura elegans,Blue-tailed Damselfly,Odonata,Coenagrionidae,
03/07/2022,,Rhadinoceraea micans,Iris Sawfly,Hymenoptera,Tenthredinidae,
03/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
03/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
03/07/2022,,Philaenus spumarius,Common Froghopper,Hemiptera,Aphrophoridae,
03/07/2022,,Melanargia galathea,Marbled White,Lepidoptera,Nymphalidae,
03/07/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
03/07/2022,,Amphimallon solstitiale,Summer Chafer,Coleoptera,Scarabaeidae,
03/07/2022,,Philodromus aureolus,,Araneae,Philodromidae,
03/07/2022,,Anthophora bimaculata,Green-eyed Flower Bee,Hymenoptera,Apidae,
03/07/2022,,Chorthippus brunneus,Common Field Grasshopper,Orthoptera,Acrididae,
03/07/2022,,Chorthippus brunneus,Common Field Grasshopper,Orthoptera,Acrididae,
03/07/2022,,Gonepteryx rhamni,Common Brimstone,Lepidoptera,Pieridae,
03/07/2022,,Myrmeleotettix maculatus,Mottled Grasshopper,Orthoptera,Acrididae,
03/07/2022,,Metrioptera brachyptera,Bog Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Metrioptera brachyptera,Bog Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Metrioptera brachyptera,Bog Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Leptophyes punctatissima,Speckled Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Diplolepis rosae,Robin's Pincushion Gall Wasp,Hymenoptera,Diplolepididae,
03/07/2022,,Ips typographus,European spruce bark beetle,Coleoptera,Curculionidae,
03/07/2022,,Hedychridium roseum,,Hymenoptera,Chrysididae,
03/07/2022,,Hedychridium roseum,,Hymenoptera,Chrysididae,
03/07/2022,,Hedychridium roseum,,Hymenoptera,Chrysididae,
03/07/2022,,Anthophora bimaculata,Green-eyed Flower Bee,Hymenoptera,Apidae,
03/07/2022,,Cerceris rybyensis,Ornate-tailed Digger Wasp,Hymenoptera,Crabronidae,
03/07/2022,,Myrmeleotettix maculatus,Mottled Grasshopper,Orthoptera,Acrididae,
03/07/2022,,Trochosa terricola,Ground wolf spider,Araneae,Lycosidae,
03/07/2022,,Metrioptera brachyptera,Bog Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Ips typographus,European spruce bark beetle,Coleoptera,Curculionidae,
03/07/2022,Caterpillars on alder,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
03/07/2022,,Eriophyes inangulis,alder vein angle gall,Sarcoptiformes,Eriophyidae,
03/07/2022,,Rhagonycha fulva,Common Red Soldier Beetle,Coleoptera,Cantharidae,
03/07/2022,,Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
03/07/2022,,Cameraria ohridella,Horse-chestnut Leafminer,Lepidoptera,Gracillariidae,
03/07/2022,,Roeseliana roeselii,Roesel's Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,,Philodromus aureolus,,Araneae,Philodromidae,
03/07/2022,,Leptophyes punctatissima,Speckled Bush-cricket,Orthoptera,Tettigoniidae,
03/07/2022,On Cirsium arvense,Misumena vatia,Goldenrod Crab Spider,Araneae,Thomisidae,
03/07/2022,In grassland ,Anax imperator,Emperor Dragonfly,Odonata,Aeshnidae,
26/06/2022,,Pyrausta aurata,Mint Moth,Lepidoptera,Crambidae,
03/07/2022,,Calophasia lunula,Toadflax Brocade Moth,Lepidoptera,Noctuidae,
03/07/2022,,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
03/07/2022,,Tyria jacobaeae,Cinnabar moth,Lepidoptera,Erebidae,
03/07/2022,,Laothoe populi,Poplar Hawkmoth,Lepidoptera,Sphingidae,
03/07/2022,,Helophilus pendulus,Sun Fly,Diptera,Syrphidae,
03/07/2022,,Diplolepis,,Hymenoptera,Diplolepididae,
03/07/2022,,Zygaena filipendulae,Six-spot Burnet,Lepidoptera,Zygaenidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Cameraria ohridella,Horse-chestnut Leafminer,Lepidoptera,Gracillariidae,
03/07/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
03/07/2022,,Philanthus triangulum,European beewolf,Hymenoptera,Crabronidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Rutpela maculata,Spotted Longhorn Beetle,Coleoptera,Cerambycidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Cheilosia illustrata,Bumblebee Blacklet,Diptera,Syrphidae,
03/07/2022,Beaten from Hawthorn (Crataegus sp),Lagria hirta,Rough-Haired Lagria Beetle,Coleoptera,Tenebrionidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
03/07/2022,On Hogweed (Heracleum sphondylium),Volucella pellucens,Pellucid Hover Fly,Diptera,Syrphidae,
03/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
03/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
03/07/2022,,Enallagma cyathigerum,Common Blue Damselfly,Odonata,Coenagrionidae,
03/07/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
03/07/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
03/07/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
03/07/2022,,Pomatias elegans,Round-mouthed Snail,Littorinimorpha,Pomatiidae,
02/07/2022,On underside of Greater Burdock leaf,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
02/07/2022,Essex Skipper and/or Small Skipper very numerous in long grass around the park. ,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
02/07/2022,"5 counted in long grass between Rick Pond, Stud House and Dew Pond.",Melanargia galathea,Marbled White,Lepidoptera,Nymphalidae,
02/07/2022,"Looks to feeding on the tomentum, or possily mildew, on the upperside of a White Poplar leaf.",Subcoccinella vigintiquatuorpunctata,24-spot Ladybird,Coleoptera,Coccinellidae,
03/07/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/07/2022,,Ischnura elegans,Blue-tailed Damselfly,Odonata,Coenagrionidae,
03/07/2022,,Chalcolestes viridis,Willow Emerald Damselfly,Odonata,Lestidae,
02/07/2022,Very numerous in rough grass.,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,
03/07/2022,"Here seen on Acer saccharinum, Silver Maple",Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Propylea quatuordecimpunctata,14-spot Ladybird,Coleoptera,Coccinellidae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Bombus pratorum,Early Bumble Bee,Hymenoptera,Apidae,
02/07/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
02/07/2022,,Oedemera nobilis,Thick-legged Flower Beetle,Coleoptera,Oedemeridae,
02/07/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
02/07/2022,,Roeseliana roeselii,Roesel's Bush-cricket,Orthoptera,Tettigoniidae,
02/07/2022,,Thymelicus lineola,Essex Skipper,Lepidoptera,Hesperiidae,
02/07/2022,,Chrysotoxum festivum,Hook-barred Spearhorn,Diptera,Syrphidae,
03/07/2022,,Hemistola chrysoprasaria,Small emerald,Lepidoptera,Geometridae,
03/07/2022,Burnet Moth on Ragwort,Zygaena filipendulae,Six-spot Burnet,Lepidoptera,Zygaenidae,
04/07/2022,,Eilema lurideola,Common Footman,Lepidoptera,Erebidae,
04/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
04/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
04/07/2022,,Crambus pascuella,Inlaid Grass-veneer,Lepidoptera,Crambidae,
04/07/2022,,Peribatodes rhomboidaria,Willow Beauty,Lepidoptera,Geometridae,
04/07/2022,,Chrysoteuchia culmella,Garden Grass-veneer,Lepidoptera,Crambidae,
04/07/2022,,Clepsis consimilana,Privet Tortrix,Lepidoptera,Tortricidae,
